Evento_ID,Acción,Responsable,Estado,Acción_requerida,Tiempo_estimado
2279,Enviar invitaciones,Jason Osborne,Pendiente,Reservar local,49
2280,Reservar local,Robyn Harris,Pendiente,Enviar invitaciones,40
2281,Comprar materiales,Carlos Hayes,Finalizado,Comprar materiales,69
2282,Enviar invitaciones,Douglas Flynn,Finalizado,Decorar,32
2283,Decorar,Cole Evans,En proceso,Comprar materiales,19
2284,Reservar local,Robert Maynard,Pendiente,Decorar,78
2285,Reservar local,Justin Jacobs,Finalizado,Enviar invitaciones,77
2286,Comprar materiales,Mario Johnson,Pendiente,Comprar materiales,82
2287,Comprar materiales,Travis Sanders,Pendiente,Comprar materiales,44
2288,Comprar materiales,Alexander Mills,Finalizado,Comprar materiales,21
2289,Enviar invitaciones,Dr. Jennifer Williams,Pendiente,Comprar materiales,17
2290,Ejecutar evento,Todd Morgan,Finalizado,Enviar invitaciones,88
2291,Ejecutar evento,Carmen Shah,Pendiente,Ejecutar evento,72
2292,Enviar invitaciones,Jessica Baker,Pendiente,Comprar materiales,27
2293,Comprar materiales,Kimberly Stephens,En proceso,Decorar,81
2294,Decorar,Corey Pena,Finalizado,Ejecutar evento,31
2295,Decorar,Justin Hunt,Pendiente,Comprar materiales,55
2296,Ejecutar evento,Catherine Pena,En proceso,Ejecutar evento,17
2297,Enviar invitaciones,Claudia Rowe,En proceso,Comprar materiales,77
2298,Ejecutar evento,Donald Warren,En proceso,Comprar materiales,22
2299,Enviar invitaciones,Christine Waters,En proceso,Comprar materiales,88
2300,Reservar local,Kelly Scott,Pendiente,Enviar invitaciones,52
2301,Decorar,James Butler,Finalizado,Enviar invitaciones,87
2302,Comprar materiales,Marcus Fischer,En proceso,Decorar,17
2303,Decorar,Stanley Lawson,En proceso,Reservar local,16
2304,Ejecutar evento,Gregory Castillo,En proceso,Comprar materiales,59
2305,Reservar local,Julie Farmer,Pendiente,Decorar,39
2306,Reservar local,Suzanne Best,Finalizado,Enviar invitaciones,32
2307,Comprar materiales,Jonathan Ruiz,Finalizado,Ejecutar evento,83
2308,Ejecutar evento,Ann Chavez,Finalizado,Ejecutar evento,50
2309,Enviar invitaciones,Trevor Roth,Finalizado,Enviar invitaciones,36
2310,Enviar invitaciones,Mark Robinson,Finalizado,Ejecutar evento,75
2311,Comprar materiales,Erin Ray,Pendiente,Reservar local,16
2312,Ejecutar evento,Richard Waller,En proceso,Decorar,81
2313,Enviar invitaciones,Kyle Bowers,Pendiente,Ejecutar evento,85
2314,Enviar invitaciones,Allison Andrade MD,En proceso,Enviar invitaciones,54
2315,Enviar invitaciones,Sarah Hall,En proceso,Reservar local,62
2316,Ejecutar evento,Veronica Juarez,En proceso,Ejecutar evento,40
2317,Comprar materiales,Kathy Walters,Finalizado,Ejecutar evento,36
2318,Decorar,Sabrina Wilson,En proceso,Comprar materiales,41
2319,Comprar materiales,David Gonzalez,Finalizado,Decorar,70
2320,Decorar,Patrick Young,En proceso,Decorar,58
2321,Ejecutar evento,Kyle Moreno,Finalizado,Enviar invitaciones,77
2322,Reservar local,Troy Miller,Pendiente,Ejecutar evento,21
2323,Enviar invitaciones,Kimberly Harris,Pendiente,Comprar materiales,88
2324,Enviar invitaciones,John Wilson,En proceso,Decorar,30
2325,Enviar invitaciones,Tiffany Hicks,Pendiente,Reservar local,86
2326,Ejecutar evento,Hector Miller,Pendiente,Comprar materiales,50
2327,Decorar,Thomas Rogers,En proceso,Comprar materiales,36
2328,Decorar,Kimberly Harris,Pendiente,Reservar local,41
2329,Comprar materiales,Elizabeth Love,Pendiente,Decorar,27
2330,Enviar invitaciones,Robert Dalton,Finalizado,Ejecutar evento,58
2331,Ejecutar evento,Rachel Johnson,Finalizado,Enviar invitaciones,59
2332,Enviar invitaciones,George Murray,En proceso,Enviar invitaciones,39
2333,Ejecutar evento,Caitlin Leblanc,Pendiente,Decorar,40
2334,Comprar materiales,Wayne Sullivan,Finalizado,Enviar invitaciones,53
2335,Enviar invitaciones,Melinda Hurst,Pendiente,Comprar materiales,42
2336,Reservar local,Richard Morrow,En proceso,Reservar local,27
2337,Ejecutar evento,John King,Finalizado,Reservar local,23
2338,Enviar invitaciones,Lauren Carey,En proceso,Enviar invitaciones,23
2339,Reservar local,Raymond Warner,Pendiente,Comprar materiales,67
2340,Ejecutar evento,Jennifer May,En proceso,Decorar,20
2341,Decorar,John Zimmerman,Finalizado,Ejecutar evento,20
2342,Enviar invitaciones,Jeffrey Frazier,Pendiente,Decorar,77
2343,Ejecutar evento,Gregory Jones,Pendiente,Ejecutar evento,83
2344,Decorar,Ashley Fernandez,En proceso,Comprar materiales,86
2345,Reservar local,Monique Moore,En proceso,Comprar materiales,84
2346,Enviar invitaciones,Barbara Harrison,Finalizado,Reservar local,72
2347,Ejecutar evento,Valerie Jones,Pendiente,Decorar,37
2348,Reservar local,Amanda West,En proceso,Ejecutar evento,53
2349,Enviar invitaciones,Antonio Estrada,Pendiente,Comprar materiales,76
2350,Decorar,Anna Wells,Finalizado,Reservar local,39
2351,Decorar,Crystal Johnson,En proceso,Enviar invitaciones,28
2352,Reservar local,Lori Walker,Pendiente,Comprar materiales,40
2353,Ejecutar evento,Joseph Shepherd,Finalizado,Reservar local,42
2354,Comprar materiales,Christie Williams,Finalizado,Reservar local,82
2355,Ejecutar evento,Kristin Smith,En proceso,Enviar invitaciones,37
2356,Comprar materiales,Ricardo Simmons,En proceso,Decorar,43
2357,Reservar local,Colin Herrera,En proceso,Reservar local,73
2358,Decorar,Rebecca Moss,En proceso,Enviar invitaciones,81
2359,Ejecutar evento,Michael Valdez,Finalizado,Enviar invitaciones,46
2360,Ejecutar evento,Charles Brown,En proceso,Ejecutar evento,32
2361,Decorar,Charles Chandler,Pendiente,Ejecutar evento,46
2362,Decorar,Marcus Thompson,En proceso,Enviar invitaciones,43
2363,Reservar local,Victoria Flowers,Finalizado,Comprar materiales,79
2364,Enviar invitaciones,Cody Thomas,Finalizado,Ejecutar evento,28
2365,Enviar invitaciones,Mark Butler,En proceso,Enviar invitaciones,28
2366,Enviar invitaciones,Paul Vargas,Pendiente,Reservar local,43
2367,Ejecutar evento,Daniel Wells,Finalizado,Decorar,69
2368,Reservar local,Robin Smith,En proceso,Comprar materiales,27
2369,Reservar local,George Matthews,Pendiente,Enviar invitaciones,41
2370,Comprar materiales,Michael Perry,En proceso,Comprar materiales,16
2371,Enviar invitaciones,Stephanie Meyer,Pendiente,Comprar materiales,15
2372,Reservar local,Jennifer Johnson,Finalizado,Comprar materiales,28
2373,Enviar invitaciones,Sandy Smith,Pendiente,Comprar materiales,65
2374,Decorar,Kenneth Miller,En proceso,Enviar invitaciones,21
2375,Enviar invitaciones,Douglas Owen,Finalizado,Reservar local,72
2376,Ejecutar evento,Angela Vazquez,Pendiente,Decorar,52
2377,Enviar invitaciones,John Romero,Finalizado,Ejecutar evento,63
2378,Enviar invitaciones,Mrs. Danielle Riggs DDS,En proceso,Enviar invitaciones,30
2379,Enviar invitaciones,Nicholas Whitehead,En proceso,Enviar invitaciones,69
2380,Decorar,Dr. Robert Fleming MD,En proceso,Decorar,44
2381,Ejecutar evento,Stacey Brown,En proceso,Reservar local,86
2382,Reservar local,Ashley Hall,Finalizado,Reservar local,33
2383,Ejecutar evento,Sara Frazier,Finalizado,Decorar,50
2384,Comprar materiales,Michael Hopkins,En proceso,Ejecutar evento,84
2385,Enviar invitaciones,Kevin Perez,Pendiente,Comprar materiales,40
2386,Reservar local,Mark Garcia,Pendiente,Comprar materiales,56
2387,Decorar,Emily Williams,En proceso,Reservar local,84
2388,Reservar local,Tiffany Perkins,En proceso,Comprar materiales,17
2389,Enviar invitaciones,Harold Sharp,En proceso,Reservar local,78
2390,Comprar materiales,Timothy Miller,Finalizado,Reservar local,48
2391,Decorar,Brittany Williamson,En proceso,Comprar materiales,40
2392,Reservar local,Gary Russell,Pendiente,Enviar invitaciones,57
2393,Enviar invitaciones,Courtney Alvarado,En proceso,Comprar materiales,81
2394,Decorar,Robert Jones,En proceso,Decorar,21
2395,Reservar local,Haley Munoz,Finalizado,Decorar,20
2396,Decorar,Melinda Colon,Finalizado,Decorar,22
2397,Decorar,Jose Avila,En proceso,Reservar local,73
2398,Ejecutar evento,Wendy Bennett,En proceso,Reservar local,52
2399,Decorar,Lee Thompson,Pendiente,Comprar materiales,81
2400,Enviar invitaciones,Kenneth Greer,Pendiente,Comprar materiales,86
2401,Ejecutar evento,Eric Estrada,Pendiente,Comprar materiales,36
2402,Reservar local,Jason Briggs,En proceso,Decorar,29
2403,Reservar local,Alan Patel,En proceso,Reservar local,65
2404,Enviar invitaciones,Kelly Bryant,Pendiente,Enviar invitaciones,79
2405,Ejecutar evento,Andrea Moore,Pendiente,Enviar invitaciones,55
2406,Decorar,Jesus Compton,Finalizado,Comprar materiales,50
2407,Reservar local,Emily Joyce,Finalizado,Decorar,86
2408,Reservar local,Manuel Torres,Finalizado,Decorar,84
2409,Enviar invitaciones,Jacqueline Harris,En proceso,Enviar invitaciones,86
2410,Enviar invitaciones,Kendra Taylor,Pendiente,Comprar materiales,79
2411,Comprar materiales,Michael Berry,En proceso,Comprar materiales,33
2412,Ejecutar evento,Connie Medina,En proceso,Enviar invitaciones,57
2413,Reservar local,Tyler Brady,En proceso,Enviar invitaciones,70
2414,Decorar,Kyle Solis,Finalizado,Decorar,78
2415,Decorar,Christopher Foley,Finalizado,Enviar invitaciones,84
2416,Ejecutar evento,Hannah Gomez,Pendiente,Comprar materiales,54
2417,Ejecutar evento,Anthony Berry,Finalizado,Comprar materiales,36
2418,Comprar materiales,Corey Butler,En proceso,Enviar invitaciones,67
2419,Enviar invitaciones,Beth Lyons,Finalizado,Enviar invitaciones,62
2420,Enviar invitaciones,Robin Parker,Pendiente,Enviar invitaciones,62
2421,Reservar local,Jonathan Morton,Finalizado,Reservar local,52
2422,Reservar local,Jonathan Moss,Finalizado,Enviar invitaciones,63
2423,Enviar invitaciones,Larry Butler,Pendiente,Ejecutar evento,48
2424,Comprar materiales,Sara Kelley,Finalizado,Decorar,63
2425,Decorar,Doris James,Pendiente,Reservar local,38
2426,Comprar materiales,Catherine Robinson DDS,En proceso,Ejecutar evento,78
2427,Ejecutar evento,James Taylor,Finalizado,Enviar invitaciones,44
2428,Reservar local,Benjamin Santos,Pendiente,Decorar,38
2429,Ejecutar evento,Dr. Jacob Vincent,Pendiente,Reservar local,84
2430,Enviar invitaciones,Lee Davis,En proceso,Enviar invitaciones,66
2431,Comprar materiales,Melissa Young,Pendiente,Ejecutar evento,25
2432,Ejecutar evento,Matthew Byrd,Finalizado,Reservar local,21
2433,Comprar materiales,Alyssa Cooper,Finalizado,Enviar invitaciones,65
2434,Comprar materiales,Kyle Fritz,Pendiente,Decorar,84
2435,Enviar invitaciones,Sean Nguyen,En proceso,Reservar local,40
2436,Decorar,Lori Velez,En proceso,Comprar materiales,84
2437,Decorar,Jessica Williams,En proceso,Comprar materiales,79
2438,Enviar invitaciones,Keith Miller,En proceso,Ejecutar evento,21
2439,Decorar,Rachel Lopez,En proceso,Decorar,51
2440,Ejecutar evento,Thomas Le,Pendiente,Comprar materiales,79
2441,Decorar,John Mendoza,Pendiente,Reservar local,22
2442,Enviar invitaciones,Judith Stevens,En proceso,Comprar materiales,84
2443,Decorar,Christopher Williams,Pendiente,Ejecutar evento,63
2444,Reservar local,Samantha Cunningham,Finalizado,Enviar invitaciones,50
2445,Comprar materiales,Jenna Nelson,Pendiente,Decorar,25
2446,Comprar materiales,Mary Andrews,Finalizado,Ejecutar evento,41
2447,Comprar materiales,Melissa Yates,Pendiente,Decorar,67
2448,Decorar,Brittany Martin,Finalizado,Comprar materiales,69
2449,Reservar local,Seth Howe,En proceso,Ejecutar evento,28
2450,Reservar local,Tina Irwin,Finalizado,Reservar local,50
2451,Ejecutar evento,Katherine White,En proceso,Reservar local,33
2452,Reservar local,Shawn Reyes,Pendiente,Ejecutar evento,65
2453,Reservar local,Kenneth Valenzuela,Pendiente,Enviar invitaciones,15
2454,Reservar local,Wendy Higgins,En proceso,Comprar materiales,15
2455,Reservar local,Benjamin Smith,Pendiente,Ejecutar evento,85
2456,Decorar,Jerry Madden,Pendiente,Decorar,86
2457,Enviar invitaciones,April Webb,Pendiente,Comprar materiales,24
2458,Reservar local,Stephanie Moore,Finalizado,Ejecutar evento,54
2459,Enviar invitaciones,Michael Diaz,Finalizado,Ejecutar evento,26
2460,Reservar local,Paula Lopez,Pendiente,Decorar,62
2461,Reservar local,Jose Conner,En proceso,Reservar local,36
2462,Comprar materiales,Jacqueline Warner,Pendiente,Decorar,81
2463,Enviar invitaciones,Cory Greene,Finalizado,Ejecutar evento,41
2464,Enviar invitaciones,Lance Howell,Pendiente,Comprar materiales,41
2465,Reservar local,Carlos Alexander,Finalizado,Enviar invitaciones,15
2466,Decorar,Fred Gibson,Pendiente,Enviar invitaciones,88
2467,Decorar,Albert Hull,Finalizado,Decorar,31
2468,Decorar,Nicole Jones,Finalizado,Enviar invitaciones,42
2469,Reservar local,Christopher Campos,Finalizado,Enviar invitaciones,83
2470,Enviar invitaciones,Sara Castillo,Finalizado,Reservar local,65
2471,Enviar invitaciones,Veronica Rush,Pendiente,Decorar,32
2472,Decorar,Lisa Green,Pendiente,Decorar,83
2473,Comprar materiales,Elizabeth Kerr,Pendiente,Ejecutar evento,48
2474,Decorar,Anthony Kelly,En proceso,Reservar local,47
2475,Decorar,Joseph Johnson,En proceso,Reservar local,82
2476,Enviar invitaciones,Jeremy Gonzalez,Finalizado,Decorar,44
2477,Enviar invitaciones,Mike Cisneros,En proceso,Reservar local,53
2478,Comprar materiales,Olivia Taylor,Pendiente,Enviar invitaciones,41
2479,Reservar local,Jacob Cabrera,Pendiente,Ejecutar evento,20
2480,Comprar materiales,Claire Davenport,En proceso,Decorar,28
2481,Decorar,Joshua Young,En proceso,Enviar invitaciones,42
2482,Decorar,Dana Jordan,Finalizado,Enviar invitaciones,23
2483,Reservar local,Marcia Paul,Pendiente,Enviar invitaciones,87
2484,Enviar invitaciones,Katrina Lopez,Finalizado,Reservar local,16
2485,Decorar,Marissa Gamble,En proceso,Comprar materiales,51
2486,Comprar materiales,Christine Gonzalez,Finalizado,Ejecutar evento,57
2487,Decorar,Kim Moore,En proceso,Ejecutar evento,54
2488,Enviar invitaciones,Wyatt Johnson,Finalizado,Ejecutar evento,76
2489,Enviar invitaciones,Emily Hoffman,En proceso,Enviar invitaciones,82
2490,Ejecutar evento,David Adams,Pendiente,Ejecutar evento,74
2491,Reservar local,Kelly Little,Finalizado,Decorar,47
2492,Decorar,Erica Cooper,En proceso,Decorar,89
2493,Ejecutar evento,Antonio Garcia,Finalizado,Decorar,55
2494,Enviar invitaciones,Kevin Hunter,Pendiente,Comprar materiales,54
2495,Ejecutar evento,Rebecca Torres,Finalizado,Enviar invitaciones,55
2496,Ejecutar evento,James Ruiz,Finalizado,Comprar materiales,30
2497,Reservar local,Albert Hernandez,Finalizado,Decorar,22
2498,Enviar invitaciones,Carlos Vega,En proceso,Reservar local,39
2499,Reservar local,Diana Mendoza,Pendiente,Decorar,45
2500,Reservar local,Steven Carr,En proceso,Reservar local,64
2501,Enviar invitaciones,Latoya Walters,Finalizado,Ejecutar evento,67
2502,Enviar invitaciones,Lisa Carter,Finalizado,Ejecutar evento,49
2503,Ejecutar evento,Michelle Turner,En proceso,Comprar materiales,32
2504,Comprar materiales,Marc Moreno,Pendiente,Comprar materiales,23
2505,Ejecutar evento,Mr. Jordan Massey,Pendiente,Reservar local,74
2506,Comprar materiales,Theodore Moore,Pendiente,Comprar materiales,17
2507,Ejecutar evento,Danny Warner,Finalizado,Enviar invitaciones,58
2508,Enviar invitaciones,Jack Yates,En proceso,Comprar materiales,49
2509,Ejecutar evento,Mandy Sanchez,Finalizado,Reservar local,68
2510,Reservar local,Helen Ramsey,Finalizado,Comprar materiales,62
2511,Ejecutar evento,Christy Snyder,Pendiente,Comprar materiales,41
2512,Enviar invitaciones,Michael Neal MD,Finalizado,Reservar local,20
2513,Reservar local,Nicholas Fisher,Finalizado,Reservar local,40
2514,Reservar local,Darryl Holmes,Pendiente,Decorar,32
2515,Ejecutar evento,Michelle Wallace,Pendiente,Enviar invitaciones,39
2516,Ejecutar evento,Ashley Butler,En proceso,Decorar,54
2517,Comprar materiales,Brandon Mendoza,Pendiente,Ejecutar evento,40
2518,Ejecutar evento,Kelsey Vega,Pendiente,Comprar materiales,76
2519,Reservar local,Cameron Rhodes,Pendiente,Decorar,49
2520,Reservar local,Lauren Patterson,Finalizado,Enviar invitaciones,44
2521,Reservar local,Michael Joyce DDS,Finalizado,Decorar,32
2522,Decorar,Jacob Wagner,Finalizado,Comprar materiales,67
2523,Decorar,Lynn Andrews,Finalizado,Reservar local,47
2524,Enviar invitaciones,Jennifer Walker,Pendiente,Decorar,66
2525,Comprar materiales,Barbara Hammond,Finalizado,Enviar invitaciones,47
2526,Reservar local,Matthew Armstrong,En proceso,Comprar materiales,51
2527,Comprar materiales,John Hobbs,En proceso,Enviar invitaciones,86
2528,Enviar invitaciones,Rhonda Bass,En proceso,Ejecutar evento,36
2529,Enviar invitaciones,Matthew Bauer,En proceso,Reservar local,79
2530,Enviar invitaciones,Hannah Wilson,Finalizado,Comprar materiales,27
2531,Reservar local,Ellen Curtis,En proceso,Ejecutar evento,61
2532,Ejecutar evento,Victoria Foster,En proceso,Ejecutar evento,59
2533,Ejecutar evento,Caleb Stewart,Pendiente,Comprar materiales,42
2534,Comprar materiales,Alicia Donovan,En proceso,Ejecutar evento,72
2535,Enviar invitaciones,Mr. Robert King,En proceso,Comprar materiales,20
2536,Comprar materiales,Joshua Avery,En proceso,Comprar materiales,62
2537,Ejecutar evento,Robert Bryant Jr.,Finalizado,Enviar invitaciones,20
2538,Decorar,Valerie Kim,En proceso,Enviar invitaciones,16
2539,Decorar,Cassandra Jones,En proceso,Enviar invitaciones,45
2540,Ejecutar evento,Kelly Snow,En proceso,Reservar local,60
2541,Enviar invitaciones,Stephen Wang,Finalizado,Ejecutar evento,37
2542,Decorar,Katherine Wolf,Finalizado,Reservar local,62
2543,Comprar materiales,Brian Diaz,Pendiente,Comprar materiales,54
2544,Reservar local,Anthony Bean,Pendiente,Enviar invitaciones,67
2545,Comprar materiales,Christopher Calhoun,En proceso,Reservar local,39
2546,Reservar local,Lisa Robinson,Pendiente,Enviar invitaciones,52
2547,Ejecutar evento,Nicole King,Pendiente,Enviar invitaciones,76
2548,Ejecutar evento,Javier Torres,Pendiente,Reservar local,80
2549,Reservar local,Michelle Gutierrez,Finalizado,Comprar materiales,36
2550,Comprar materiales,Jessica Logan,En proceso,Reservar local,38
2551,Reservar local,Haley Huerta,En proceso,Decorar,69
2552,Comprar materiales,Margaret Levy,Finalizado,Enviar invitaciones,45
2553,Reservar local,Austin Norris,Pendiente,Enviar invitaciones,52
2554,Enviar invitaciones,Jessica Bishop,En proceso,Reservar local,52
2555,Enviar invitaciones,Sara Davis,Pendiente,Comprar materiales,29
2556,Decorar,Mark Trujillo,Finalizado,Enviar invitaciones,70
2557,Ejecutar evento,Alisha Peterson,Pendiente,Reservar local,49
2558,Reservar local,Tamara Perez,Pendiente,Enviar invitaciones,62
2559,Comprar materiales,Stephanie Wright,Pendiente,Decorar,78
2560,Reservar local,Stacey Norman,En proceso,Comprar materiales,62
2561,Ejecutar evento,Erin Morris,Pendiente,Comprar materiales,56
2562,Comprar materiales,Amanda Johnson,Pendiente,Ejecutar evento,19
2563,Enviar invitaciones,Kathryn Thompson,Pendiente,Ejecutar evento,46
2564,Enviar invitaciones,Raymond Wood,Finalizado,Ejecutar evento,44
2565,Ejecutar evento,Cynthia Flowers,Pendiente,Ejecutar evento,82
2566,Ejecutar evento,Ricky Horne,Finalizado,Decorar,23
2567,Enviar invitaciones,Joshua Lewis,Pendiente,Comprar materiales,17
2568,Comprar materiales,Matthew King,Finalizado,Reservar local,69
2569,Comprar materiales,April Riley,En proceso,Ejecutar evento,16
2570,Ejecutar evento,Kevin Sharp,Finalizado,Enviar invitaciones,36
2571,Ejecutar evento,Brett Martin,En proceso,Reservar local,27
2572,Reservar local,Kristina Rodriguez,En proceso,Decorar,15
2573,Decorar,Colin Hall,Pendiente,Ejecutar evento,23
2574,Decorar,Julia Kramer,Finalizado,Ejecutar evento,62
2575,Decorar,David Smith,En proceso,Comprar materiales,74
2576,Comprar materiales,Steven Smith,En proceso,Reservar local,17
2577,Enviar invitaciones,Caitlin Johnson,Finalizado,Reservar local,40
2578,Comprar materiales,Rachel Klein,Pendiente,Reservar local,84
2579,Decorar,Ronald Molina,En proceso,Enviar invitaciones,68
2580,Reservar local,Nichole Ray,Finalizado,Comprar materiales,57
2581,Enviar invitaciones,Samantha Miranda,Finalizado,Decorar,58
2582,Decorar,Jeff Murray,Finalizado,Comprar materiales,71
2583,Decorar,Margaret Garcia,En proceso,Comprar materiales,16
2584,Reservar local,Brett Reynolds,En proceso,Ejecutar evento,20
2585,Comprar materiales,Robert Sparks,Finalizado,Enviar invitaciones,81
2586,Reservar local,Benjamin Kim,Finalizado,Ejecutar evento,23
2587,Comprar materiales,Lydia Smith,En proceso,Ejecutar evento,33
2588,Enviar invitaciones,Jodi Wright,Pendiente,Ejecutar evento,73
2589,Decorar,Jeffrey James,Finalizado,Decorar,17
2590,Reservar local,Keith Clements,En proceso,Ejecutar evento,63
2591,Reservar local,Brandon Cline,Finalizado,Enviar invitaciones,29
2592,Reservar local,Allison Ramirez,Finalizado,Ejecutar evento,89
2593,Enviar invitaciones,Jacqueline Woodward,En proceso,Ejecutar evento,17
2594,Enviar invitaciones,Tracey Fisher,Pendiente,Decorar,36
2595,Enviar invitaciones,Ethan Robertson,En proceso,Ejecutar evento,89
2596,Comprar materiales,Debra Smith,En proceso,Ejecutar evento,33
2597,Enviar invitaciones,Christopher Davis,En proceso,Reservar local,64
2598,Ejecutar evento,Raymond Nguyen,Finalizado,Ejecutar evento,86
2599,Enviar invitaciones,Morgan Willis,Finalizado,Reservar local,73
2600,Decorar,Robert Martin,Finalizado,Comprar materiales,86
2601,Decorar,Jessica Vazquez,Pendiente,Reservar local,87
2602,Decorar,Scott Patel,En proceso,Decorar,38
2603,Decorar,Elizabeth Lamb,En proceso,Ejecutar evento,47
2604,Enviar invitaciones,Vanessa Sanchez,En proceso,Decorar,65
2605,Ejecutar evento,Timothy Rocha,En proceso,Decorar,25
2606,Comprar materiales,Susan Smith,Finalizado,Comprar materiales,67
2607,Reservar local,Ashley Rogers,En proceso,Ejecutar evento,74
2608,Comprar materiales,Amanda Hernandez,Finalizado,Ejecutar evento,22
2609,Enviar invitaciones,Sean Villarreal,Finalizado,Decorar,24
2610,Enviar invitaciones,Ricky Allen,Finalizado,Comprar materiales,75
2611,Enviar invitaciones,Carl Williams,En proceso,Ejecutar evento,22
2612,Comprar materiales,April Ferguson,Finalizado,Reservar local,67
2613,Comprar materiales,Gregory English,Pendiente,Comprar materiales,57
2614,Ejecutar evento,Tiffany Smith,En proceso,Decorar,48
2615,Reservar local,Lisa Scott,Pendiente,Enviar invitaciones,65
2616,Ejecutar evento,Sean Burch,Finalizado,Enviar invitaciones,23
2617,Ejecutar evento,Rebecca Little,Pendiente,Reservar local,58
2618,Ejecutar evento,Jason Sanchez,Pendiente,Reservar local,31
2619,Ejecutar evento,Chelsea Dunn,Finalizado,Ejecutar evento,35
2620,Comprar materiales,Andrew Mckenzie,Pendiente,Reservar local,79
2621,Comprar materiales,Dana Hill,En proceso,Enviar invitaciones,50
2622,Decorar,Amy Olson,Pendiente,Decorar,77
2623,Comprar materiales,Clinton Lewis,Finalizado,Reservar local,63
2624,Reservar local,James Huffman,Finalizado,Enviar invitaciones,26
2625,Decorar,Mark Thomas,Finalizado,Decorar,59
2626,Reservar local,Bryan Thomas,Pendiente,Reservar local,49
2627,Comprar materiales,Jessica Ryan,En proceso,Enviar invitaciones,39
2628,Comprar materiales,Dr. Theresa Smith,Finalizado,Reservar local,39
2629,Reservar local,Nicole Harvey,En proceso,Enviar invitaciones,56
2630,Decorar,Tracey Elliott,Pendiente,Comprar materiales,59
2631,Reservar local,Ronald Quinn,En proceso,Decorar,79
2632,Ejecutar evento,Benjamin Lawson,En proceso,Decorar,23
2633,Ejecutar evento,David Bennett,En proceso,Reservar local,43
2634,Decorar,Daniel Flores,En proceso,Decorar,38
2635,Decorar,Kyle Bates,En proceso,Reservar local,68
2636,Enviar invitaciones,Tracy Barr,En proceso,Decorar,40
2637,Reservar local,Timothy Stephens,Finalizado,Decorar,50
2638,Decorar,Nicole Jones,Pendiente,Ejecutar evento,47
2639,Ejecutar evento,Joan Scott,Pendiente,Enviar invitaciones,87
2640,Reservar local,John Little,Finalizado,Reservar local,67
2641,Ejecutar evento,James Johnson,En proceso,Enviar invitaciones,27
2642,Reservar local,Ivan Bowen,Pendiente,Ejecutar evento,56
2643,Reservar local,John Lewis,Pendiente,Ejecutar evento,39
2644,Comprar materiales,Christine Holmes,Pendiente,Comprar materiales,19
2645,Ejecutar evento,Linda Small,En proceso,Enviar invitaciones,48
2646,Ejecutar evento,Autumn Quinn,Finalizado,Comprar materiales,43
2647,Enviar invitaciones,Jessica Johnston,Finalizado,Reservar local,35
2648,Ejecutar evento,Renee Gonzales,Pendiente,Comprar materiales,18
2649,Comprar materiales,Kevin Hale,En proceso,Enviar invitaciones,32
2650,Decorar,Angela Barber,En proceso,Enviar invitaciones,52
2651,Ejecutar evento,Susan Hendricks,Pendiente,Reservar local,87
2652,Comprar materiales,Anthony Jackson,En proceso,Ejecutar evento,50
2653,Decorar,Chad Young,Pendiente,Ejecutar evento,84
2654,Reservar local,Heather Medina,Pendiente,Ejecutar evento,44
2655,Decorar,Jasmine Walker,En proceso,Ejecutar evento,35
2656,Comprar materiales,Antonio Smith,En proceso,Reservar local,36
2657,Decorar,Nicholas Scott,Pendiente,Ejecutar evento,39
2658,Ejecutar evento,Joseph Benson,En proceso,Ejecutar evento,39
2659,Ejecutar evento,Heather Brown,En proceso,Enviar invitaciones,44
2660,Comprar materiales,Richard Armstrong,Pendiente,Comprar materiales,84
2661,Ejecutar evento,Stefanie Thompson,Finalizado,Reservar local,38
2662,Decorar,Jason Donovan,Pendiente,Decorar,51
2663,Enviar invitaciones,Tonya Vega,En proceso,Enviar invitaciones,23
2664,Enviar invitaciones,Christopher Brown,Pendiente,Comprar materiales,83
2665,Comprar materiales,Andrew Valdez,En proceso,Reservar local,56
2666,Decorar,Jessica Bates,En proceso,Ejecutar evento,43
2667,Decorar,Brian Curtis,Finalizado,Reservar local,54
2668,Enviar invitaciones,Heather Bowers MD,Finalizado,Enviar invitaciones,74
2669,Reservar local,Cheryl Fernandez,En proceso,Enviar invitaciones,52
2670,Comprar materiales,Jacob Hunt,Finalizado,Ejecutar evento,29
2671,Decorar,Anne Heath,Pendiente,Comprar materiales,35
2672,Decorar,Brent Calderon,Finalizado,Reservar local,59
2673,Enviar invitaciones,Scott Morales,Finalizado,Decorar,51
2674,Comprar materiales,Laura Garcia,Pendiente,Reservar local,46
2675,Enviar invitaciones,Erica King,En proceso,Reservar local,58
2676,Decorar,Emily Wilson,En proceso,Reservar local,18
2677,Enviar invitaciones,Charles Miller,Pendiente,Enviar invitaciones,73
2678,Ejecutar evento,Sonya Livingston,Pendiente,Decorar,55
2679,Ejecutar evento,William Hart,Finalizado,Reservar local,53
2680,Ejecutar evento,Jesse Allen,Pendiente,Decorar,77
2681,Enviar invitaciones,Jeremy Smith,Pendiente,Enviar invitaciones,87
2682,Reservar local,Jonathan Castillo,Pendiente,Ejecutar evento,84
2683,Ejecutar evento,Savannah Harrington,Pendiente,Ejecutar evento,22
2684,Reservar local,John Williams,En proceso,Reservar local,57
